ProjectID,Date,Origin,Destination,Modo,Gender,0_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94
42,2019-11-14,101:205,45:319,private_transport,M,,,,,,,33.0,,,,,,,,,,
42,2019-11-14,101:205,159:127,bus,F,,,,11.0,,,,,,,,,,,,,
42,2019-11-14,101:205,159:127,private_transport,F,,,13.0,,,,,,,,,,,,,,
42,2019-11-14,101:205,159:127,private_transport,M,,,,12.0,,,,,,,,,,,,,
42,2019-11-14,101:205,61:413,private_transport,F,,,,14.0,,34.0,,,,,,,,,,,
42,2019-11-14,101:205,61:413,private_transport,M,,,,,42.0,,,,,,,,,,,,
42,2019-11-14,101:205,76:314,private_transport,F,,,,,,,40.0,,,,11.0,,,,,,
42,2019-11-14,101:205,76:314,private_transport,M,,,,,26.0,,,,12.0,,,,,,,,
42,2019-11-14,101:205,83:108,bus,M,,,17.0,,,,,,,,,,,,,,
42,2019-11-14,101:205,83:108,microtrip,F,,11.0,,,,,,,,10.0,,,,,,,
42,2019-11-14,101:205,83:108,microtrip,M,,,,,20.0,,18.0,,,,,,,,,,
42,2019-11-14,101:205,83:108,private_transport,M,,,22.0,,,,,,,,,,,,,,
42,2019-11-14,101:205,101:205,microtrip,F,,,,12.0,15.0,,,,,,,,,,,,
42,2019-11-14,101:205,101:205,microtrip,M,,,15.0,13.0,12.0,,22.0,,,,,,,,,,
42,2019-11-14,101:205,103:203,private_transport,M,,,,,11.0,,,,,,,,,,,,
42,2019-11-14,101:205,108:170,microtrip,F,,,,14.0,,10.0,12.0,,16.0,,,,,,,,
42,2019-11-14,101:205,108:170,microtrip,M,,,21.0,22.0,19.0,23.0,21.0,,,,,,,,,,
42,2019-11-14,101:205,110:168,private_transport,F,,,10.0,,,,,,,,,,,,,,
42,2019-11-14,101:205,120:166,microtrip,M,,,,11.0,,,,,,,,,,,,,
42,2019-11-14,101:205,126:160,bus,F,,,,,14.0,,,,,,,,,,,,
42,2019-11-14,101:205,126:160,microtrip,F,,,,,,10.0,,,,,,,,,,,
42,2019-11-14,101:205,126:160,microtrip,M,,,,,12.0,,,,,,,,,,,,
42,2019-11-14,101:205,126:160,private_transport,F,,,,,14.0,,,,,,,,,,,,
42,2019-11-14,101:205,127:159,microtrip,F,,,,,,,,11.0,,,,,,,,,
42,2019-11-14,101:205,129:141,microtrip,F,,,,15.0,17.0,13.0,,10.0,10.0,,,,,,,,
42,2019-11-14,101:205,129:141,microtrip,M,,,10.0,,25.0,26.0,23.0,,,,,,,,,,
42,2019-11-14,101:205,130:140,microtrip,F,,,,13.0,,14.0,16.0,11.0,11.0,,,,,,,,
42,2019-11-14,101:205,130:140,microtrip,M,,,,,14.0,,10.0,,,,,,,,,,
42,2019-11-14,101:205,131:139,private_transport,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,101:205,141:145,microtrip,F,,,,,,,,,,10.0,,,,,,,
42,2019-11-14,101:205,141:145,microtrip,M,,,,10.0,,,,,,,,,,,,,
42,2019-11-14,101:205,144:126,bus,F,,,10.0,,,,,,,,,,,,,,
42,2019-11-14,101:205,145:125,microtrip,F,,,,,,,,,,10.0,,,,,,,
42,2019-11-14,101:205,145:125,microtrip,M,,,,,,,10.0,,,,,,,,,,
42,2019-11-14,101:205,146:124,microtrip,F,,,11.0,12.0,10.0,,,,,,,,,,,,
42,2019-11-14,101:205,146:124,microtrip,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,101:205,151:119,microtrip,F,,,11.0,,15.0,11.0,,,,,,,,,,,
42,2019-11-14,101:205,151:119,microtrip,M,,,,11.0,15.0,,18.0,16.0,,,,,,,,,
42,2019-11-14,101:205,152:134,microtrip,M,,,,,11.0,,14.0,13.0,,,,,,,,,
42,2019-11-14,101:205,153:133,bus,M,,,,,,11.0,,,,,,,,,,,
42,2019-11-14,101:205,153:133,microtrip,F,,,,10.0,,,,13.0,,,,,,,,,
42,2019-11-14,101:205,153:133,microtrip,M,,,,,,,11.0,,,,,,,,,,
42,2019-11-14,101:205,154:132,microtrip,F,,,,18.0,,19.0,,20.0,,,,10.0,,,,,
42,2019-11-14,101:205,154:132,microtrip,M,,,19.0,,15.0,12.0,33.0,11.0,10.0,,,,,,,,
42,2019-11-14,101:205,156:130,microtrip,F,,,,12.0,,,,,,,,,,,,,
42,2019-11-14,101:205,156:130,microtrip,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,101:205,160:110,microtrip,M,,,,,15.0,10.0,,,12.0,,,,,,,,
42,2019-11-14,101:205,29:529,private_transport,M,,,,11.0,,,,,,,,,,,,,
42,2019-11-14,101:205,32:532,private_transport,M,,,,,,,10.0,,,,,,,,,,
42,2019-11-14,101:205,46:420,private_transport,M,,,,,14.0,,,,,,,,,,,,
42,2019-11-14,101:205,50:412,private_transport,M,,,,,,,,33.0,,,,,,,,,
42,2019-11-14,101:205,87:104,bus,M,,,,,,,,,,41.0,,,,,,,
42,2019-11-14,101:205,87:104,microtrip,M,,,,10.0,,,,,,,,,,,,,
42,2019-11-14,101:205,89:118,microtrip,F,,,,,,,,12.0,11.0,13.0,,11.0,,,,,
42,2019-11-14,101:205,89:118,microtrip,M,,,,15.0,,17.0,,,,,,,,,,,
42,2019-11-14,101:205,89:118,private_transport,M,,,,,,,,10.0,,,,,,,,,
42,2019-11-14,101:205,90:117,bus,M,,,,,,,,,,11.0,,,,,,,
42,2019-11-14,101:205,90:117,microtrip,F,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,101:205,90:117,private_transport,M,,,,,,,,,,25.0,,,,,,,
42,2019-11-14,101:205,92:115,bus,F,,,19.0,,,,,,,,,,,,,,
42,2019-11-14,101:205,92:115,bus,M,,,,,,,,,,16.0,,,,,,,
42,2019-11-14,101:205,92:115,private_transport,F,,,12.0,,,,,,,,,,,,,,
42,2019-11-14,101:205,96:111,microtrip,F,,,,11.0,12.0,,,,,,,,,,,,
42,2019-11-14,101:205,96:111,microtrip,M,,,11.0,11.0,,,,,,,,,,,,,
42,2019-11-14,101:205,97:102,microtrip,M,,,,,,16.0,10.0,,,,,,,,,,
42,2019-11-14,101:205,9:509,private_transport,F,,,,,,,,39.0,,,,,,,,,
42,2019-11-14,101:205,9:509,private_transport,M,,,,,,12.0,12.0,,,,,,,,,,
42,2019-11-14,102:204,45:319,private_transport,F,,,,,,,,,13.0,,,,,,,,
42,2019-11-14,102:204,76:314,private_transport,F,,,,,15.0,,,,,,,,,,,,
42,2019-11-14,102:204,76:314,private_transport,M,,,,,,13.0,,,,,,,,,,,
42,2019-11-14,102:204,101:205,microtrip,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,102:204,120:166,microtrip,M,,,,13.0,,10.0,,,,,,,,,,,
42,2019-11-14,102:204,126:160,bus,M,,,11.0,,,,,,,,,,,,,,
42,2019-11-14,102:204,126:160,microtrip,M,,,,,10.0,,,10.0,,,,,,,,,
42,2019-11-14,102:204,129:141,microtrip,F,,,10.0,,,,,,,,,,,,,,
42,2019-11-14,102:204,141:145,microtrip,F,,,,,,,10.0,,,10.0,,,,,,,
42,2019-11-14,102:204,145:125,microtrip,F,,,,12.0,,,,,,,,,,,,,
42,2019-11-14,102:204,145:125,microtrip,M,,,,11.0,,,,,,,,,,,,,
42,2019-11-14,102:204,151:119,microtrip,M,,,,10.0,10.0,,,,,,,,,,,,
42,2019-11-14,102:204,152:134,microtrip,F,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,102:204,156:130,microtrip,M,,,,,,12.0,,,,,,,,,,,
42,2019-11-14,102:204,160:110,microtrip,M,,,,10.0,,,12.0,,,,,,,,,,
42,2019-11-14,102:204,96:111,microtrip,F,,,,12.0,,,,,,,,,,,,,
42,2019-11-14,102:204,96:111,microtrip,M,,,,,,,10.0,,,,,,,,,,
42,2019-11-14,102:204,9:509,private_transport,F,,,,,,,,14.0,,,,,,,,,
42,2019-11-14,102:204,136:150,microtrip,F,,,,10.0,,,,,,,,,,,,,
42,2019-11-14,102:204,136:150,microtrip,M,,,,,,,,10.0,,,,,,,,,
42,2019-11-14,102:204,56:416,private_transport,F,,,,,,13.0,,,,,,,,,,,
42,2019-11-14,102:204,99:101,microtrip,F,,,,,,10.0,,,,,,,,,,,
42,2019-11-14,102:204,99:101,microtrip,M,,,,,,13.0,10.0,,10.0,,,,,,,,
42,2019-11-14,103:203,45:319,bus,M,,,,46.0,,,,,88.0,,,,,,,,
42,2019-11-14,103:203,45:319,microtrip,M,,,,,,,11.0,,,,,,,,,,
42,2019-11-14,103:203,45:319,private_transport,F,,,,,,47.0,12.0,,,,,,,,,,
42,2019-11-14,103:203,45:319,private_transport,M,,,,96.0,113.0,,30.0,,123.0,,,,,,,,
42,2019-11-14,103:203,77:312,private_transport,F,,,,,,,19.0,,,,,,,,,,
42,2019-11-14,103:203,109:169,private_transport,M,,,,,,,,,14.0,,,,,,,,
42,2019-11-14,103:203,159:127,bus,F,,,,,,,,,,10.0,,,,,,,
42,2019-11-14,103:203,159:127,bus,M,,,,,,15.0,,,,,,,,,,,
42,2019-11-14,103:203,159:127,private_transport,M,,,,,,69.0,,,,,,,,,,,
42,2019-11-14,103:203,48:301,bus,M,,,14.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,54:419,private_transport,F,,,,,,17.0,,,,,,,,,,,
42,2019-11-14,103:203,54:419,private_transport,M,,,,,,100.0,,,,,,,,,,,
42,2019-11-14,103:203,61:413,private_transport,F,,,,139.0,,,89.0,167.0,131.0,,,,,,,,
42,2019-11-14,103:203,61:413,private_transport,M,,,84.0,46.0,90.0,,73.0,131.0,,,,,,,,,
42,2019-11-14,103:203,76:314,bus,F,,,,,,,,,38.0,,,,,,,,
42,2019-11-14,103:203,76:314,private_transport,F,,,,,,,,,33.0,,,,,,,,
42,2019-11-14,103:203,83:108,private_transport,M,,,,,,,,,57.0,,,,,,,,
42,2019-11-14,103:203,103:203,bus,M,,,,,,54.0,,,,,,,,,,,
42,2019-11-14,103:203,103:203,microtrip,F,,,,18.0,,,,,,,,,,,,,
42,2019-11-14,103:203,103:203,private_transport,F,,,,,,,,,,14.0,,,,,,,
42,2019-11-14,103:203,103:203,private_transport,M,,,,12.0,,66.0,,,,14.0,,,,,,,
42,2019-11-14,103:203,110:168,bus,F,,,,,,14.0,,,,,,,,,,,
42,2019-11-14,103:203,110:168,private_transport,F,,,,,,17.0,,,,,,,,,,,
42,2019-11-14,103:203,110:168,private_transport,M,,,,34.0,,,10.0,,,,,,,,,,
42,2019-11-14,103:203,120:166,private_transport,M,,,,,,32.0,,,,,,,,,,,
42,2019-11-14,103:203,126:160,bus,F,,,,,,,,,27.0,,,,,,,,
42,2019-11-14,103:203,126:160,private_transport,F,,,,,,,,,12.0,,,,,,,,
42,2019-11-14,103:203,126:160,private_transport,M,,,,,11.0,,,,,,,,,,,,
42,2019-11-14,103:203,127:159,bus,F,,,,,,,,,12.0,,,,,,,,
42,2019-11-14,103:203,127:159,private_transport,F,,,,,,,,,19.0,,,,,,,,
42,2019-11-14,103:203,131:139,bus,M,,,,,,12.0,,,,,,,,,,,
42,2019-11-14,103:203,131:139,microtrip,F,,,,,,,,,,10.0,,,,,,,
42,2019-11-14,103:203,131:139,private_transport,M,,,,,,15.0,,,,,,,,,,,
42,2019-11-14,103:203,141:145,private_transport,M,,,,,,32.0,,,,,,,,,,,
42,2019-11-14,103:203,144:126,bus,M,,,,,,10.0,,,,,,,,,,,
42,2019-11-14,103:203,144:126,private_transport,F,,,,,,13.0,,,,,,,,,,,
42,2019-11-14,103:203,144:126,private_transport,M,,,,,,15.0,,,,,,,,,,,
42,2019-11-14,103:203,32:532,private_transport,M,,,,,,,,17.0,,,,,,,,,
42,2019-11-14,103:203,50:412,private_transport,F,,,,,,,,,57.0,155.0,81.0,,,,,,
42,2019-11-14,103:203,50:412,private_transport,M,,,13.0,,86.0,144.0,11.0,,,,11.0,,,,,,
42,2019-11-14,103:203,87:104,bus,M,,,,,,,,,,,10.0,,,,,,
42,2019-11-14,103:203,97:102,bus,F,,,,,,,,,79.0,,,,,,,,
42,2019-11-14,103:203,97:102,private_transport,F,,,,,,,,,40.0,,,,,,,,
42,2019-11-14,103:203,97:102,private_transport,M,,,,,12.0,,,,,,,,,,,,
42,2019-11-14,103:203,9:509,private_transport,F,,,,,27.0,,,,,,,,,,,,
42,2019-11-14,103:203,9:509,private_transport,M,38.0,,,,26.0,,,10.0,,,,,17.0,,,,
42,2019-11-14,103:203,136:150,private_transport,M,,,,,,23.0,,,,,,,,,,,
42,2019-11-14,103:203,56:416,private_transport,F,,,,143.0,,,,,,74.0,,,,,,,
42,2019-11-14,103:203,56:416,private_transport,M,,,,10.0,13.0,121.0,,116.0,,16.0,65.0,,,,,,
42,2019-11-14,103:203,104:202,bus,M,,,,,,,,,,11.0,,,,,,,
42,2019-11-14,103:203,104:202,private_transport,M,,,,16.0,,11.0,,,11.0,,,,,,,,
42,2019-11-14,103:203,111:167,bus,F,,,,,,28.0,,,,,,,,,,,
42,2019-11-14,103:203,111:167,bus,M,,,,28.0,,,,,,,,,,,,,
42,2019-11-14,103:203,111:167,private_transport,F,,,,,,77.0,,,10.0,,,,,,,,
42,2019-11-14,103:203,111:167,private_transport,M,,,,38.0,,,,,,,,,,,,,
42,2019-11-14,103:203,113:157,private_transport,M,,,,,,,,,,,10.0,,,,,,
42,2019-11-14,103:203,115:155,private_transport,M,,,,,,10.0,,,,,,,,,,,
42,2019-11-14,103:203,121:165,bus,F,,,11.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,121:165,bus,M,,,,,11.0,,,,,,,,,,,,
42,2019-11-14,103:203,122:164,bus,M,,,,,,14.0,,,,,,,,,,,
42,2019-11-14,103:203,124:162,microtrip,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,103:203,124:162,private_transport,M,,,,,,22.0,,,,,,,,,,,
42,2019-11-14,103:203,133:137,bus,F,,,,,,12.0,,,,,,,,,,,
42,2019-11-14,103:203,133:137,private_transport,F,,,,,,11.0,,,,,,,,,,,
42,2019-11-14,103:203,134:136,private_transport,M,,,,,,,,10.0,,,,,,,,,
42,2019-11-14,103:203,137:149,bus,F,,,,,,,,51.0,,15.0,,,,,,,
42,2019-11-14,103:203,137:149,microtrip,F,,,10.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,137:149,microtrip,M,,,,10.0,,,,,,,,,,,,,
42,2019-11-14,103:203,137:149,private_transport,F,,,,,18.0,,,10.0,,17.0,,,,,,,
42,2019-11-14,103:203,137:149,private_transport,M,,,,,,57.0,,,,,,,,,,,
42,2019-11-14,103:203,138:148,bus,F,,,25.0,,,,,,,11.0,,,,,,,
42,2019-11-14,103:203,138:148,bus,M,,,,,,32.0,,,,21.0,,,,,,,
42,2019-11-14,103:203,138:148,private_transport,F,,,24.0,,,,,,,23.0,,,,,,,
42,2019-11-14,103:203,138:148,private_transport,M,,,,15.0,,70.0,,,,,,,,,,,
42,2019-11-14,103:203,140:146,private_transport,M,,,,,,15.0,,,,,,,,,,,
42,2019-11-14,103:203,149:121,bus,M,,,,,,17.0,,,,,,,,,,,
42,2019-11-14,103:203,150:120,private_transport,M,,,,,,14.0,,,,,,,,,,,
42,2019-11-14,103:203,25:525,bus,M,,,,,,,,,21.0,,,,,,,,
42,2019-11-14,103:203,25:525,private_transport,M,,,,,,,,39.0,29.0,,10.0,,,,,,
42,2019-11-14,103:203,38:538,private_transport,M,,,,,,,15.0,,,,,,,,,,
42,2019-11-14,103:203,57:310,private_transport,M,,,,,,,,12.0,,,,,,,,,
42,2019-11-14,103:203,58:303,bus,M,,,,,,57.0,,,,,,,,,,,
42,2019-11-14,103:203,58:303,private_transport,F,,15.0,10.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,58:303,private_transport,M,,,,223.0,14.0,38.0,18.0,11.0,,13.0,,,,,,,
42,2019-11-14,103:203,64:306,bus,M,,,,,21.0,,,,,,,,,,,,
42,2019-11-14,103:203,64:306,private_transport,F,,,,,11.0,,,,,,,,,,,,
42,2019-11-14,103:203,64:306,private_transport,M,,,,10.0,55.0,136.0,,,,,,10.0,,,,,
42,2019-11-14,103:203,66:316,private_transport,F,,,,,,,,,,,,98.0,,,,,
42,2019-11-14,103:203,66:316,private_transport,M,,,,,,10.0,,,,,,,,,,,
42,2019-11-14,103:203,68:315,private_transport,F,,,,,,,,,12.0,,14.0,,,,,,
42,2019-11-14,103:203,69:317,private_transport,M,,,,,,,,10.0,,,,,,,,,
42,2019-11-14,103:203,72:411,private_transport,F,,,,,,20.0,,,,,,,,,,,
42,2019-11-14,103:203,78:302,private_transport,F,,,,,,,12.0,,,,,,,,,,
42,2019-11-14,103:203,78:302,private_transport,M,,,,,,13.0,,,,,,,,,,,
42,2019-11-14,103:203,79:415,private_transport,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,103:203,82:418,private_transport,F,,,,,,,,152.0,,,,,,,,,
42,2019-11-14,103:203,82:418,private_transport,M,,,63.0,,,,,13.0,,,,,,,,,
42,2019-11-14,103:203,84:107,private_transport,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,103:203,85:106,bus,F,,,10.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,85:106,bus,M,,,10.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,85:106,private_transport,M,,,10.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,86:105,bus,F,,,,,,,,,,10.0,,,,,,,
42,2019-11-14,103:203,86:105,bus,M,,,,,,,,,,,10.0,,,,,,
42,2019-11-14,103:203,86:105,private_transport,F,,,,,,,,,16.0,,,,,,,,
42,2019-11-14,103:203,88:103,bus,F,,,25.0,,,,,,,,,,,,,,
42,2019-11-14,103:203,88:103,private_transport,F,,,15.0,,,,,,,,,,,,,,
42,2019-11-14,104:202,45:319,bus,M,,,,,,,34.0,,58.0,,,,,,,,
42,2019-11-14,104:202,45:319,private_transport,F,,,,61.0,,,,11.0,,,,,,,,,
42,2019-11-14,104:202,45:319,private_transport,M,,,,107.0,,,,,,10.0,,,,,,,
42,2019-11-14,104:202,62:307,private_transport,F,,,,,64.0,,,,,,,,,,,,
42,2019-11-14,104:202,62:307,private_transport,M,,,,,,,,,,11.0,,,,,,,
42,2019-11-14,104:202,77:312,private_transport,M,,,,13.0,,,,,,,,,,,,,
42,2019-11-14,104:202,107:207,private_transport,M,,,,,,,,11.0,,,,,,,,,
42,2019-11-14,104:202,159:127,bus,M,,,,16.0,,,,,,,,,,,,,
42,2019-11-14,104:202,159:127,private_transport,M,,,,29.0,,11.0,,,,,,,,,,,
42,2019-11-14,104:202,48:301,private_transport,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,104:202,61:413,private_transport,F,,,,,209.0,,,,,,,,,,,,
42,2019-11-14,104:202,61:413,private_transport,M,,,,11.0,,263.0,,72.0,,110.0,,,,,,,
42,2019-11-14,104:202,76:314,private_transport,M,,,,,,,,88.0,,,,,,,,,
42,2019-11-14,104:202,98:217,microtrip,M,,,,13.0,,,,,,,,,,,,,
42,2019-11-14,104:202,103:203,bus,M,,,,,,,14.0,,,,,,,,,,
42,2019-11-14,104:202,103:203,private_transport,F,,,,,,,,,,10.0,,,,,,,
42,2019-11-14,104:202,103:203,private_transport,M,,,,,,,19.0,,,11.0,,,,,,,
42,2019-11-14,104:202,110:168,bus,F,,,,,,16.0,,,,,14.0,,,,,,
42,2019-11-14,104:202,110:168,bus,M,,,,,,26.0,,,,,,,,,,,
42,2019-11-14,104:202,110:168,microtrip,F,,,,,,12.0,,,,,,,,,,,
42,2019-11-14,104:202,110:168,microtrip,M,,,10.0,17.0,,,,,,,,,,,,,
42,2019-11-14,104:202,110:168,private_transport,F,,,,,24.0,19.0,,,,,38.0,,,,,,
42,2019-11-14,104:202,110:168,private_transport,M,,,,,,13.0,,40.0,,,,,,,,,
42,2019-11-14,104:202,126:160,bus,F,,,,,,,,10.0,,,,,,,,,
42,2019-11-14,104:202,127:159,private_transport,F,,,,,,,,13.0,12.0,,,,,,,,
42,2019-11-14,104:202,131:139,bus,F,,,,,,,,,,,11.0,,,,,,
42,2019-11-14,104:202,144:126,bus,F,,,,,,22.0,,,,,,,,,,,
42,2019-11-14,104:202,144:126,private_transport,F,,,,,,22.0,,,,,,,,,,,
42,2019-11-14,104:202,146:124,private_transport,F,,,,,,,,25.0,,,,,,,,,
42,2019-11-14,104:202,153:133,private_transport,M,,,,12.0,,,,,,,,,,,,,
42,2019-11-14,104:202,29:529,private_transport,M,,,,,,,,,15.0,,,,,,,,
42,2019-11-14,104:202,50:412,bus,M,,,,,42.0,,,,,,,,,,,,
42,2019-11-14,104:202,50:412,private_transport,F,,,,,,,,,24.0,,,,,,,,
42,2019-11-14,104:202,50:412,private_transport,M,,,,,16.0,,,11.0,,,,,,,,,
42,2019-11-14,104:202,87:104,bus,F,,,,,,40.0,,,,,,,,,,,
42,2019-11-14,104:202,87:104,private_transport,F,,,,,,53.0,,,,,,,,,,,
42,2019-11-14,104:202,87:104,private_transport,M,,,,,,,11.0,,,,,,,,,,
42,2019-11-14,104:202,97:102,bus,F,,,,,,,,13.0,,,,,,,,,
42,2019-11-14,104:202,97:102,bus,M,,,,11.0,,,,,,,,,,,,,
42,2019-11-14,104:202,97:102,private_transport,F,,,,,,,,,,,,33.0,,,,,
42,2019-11-14,104:202,97:102,private_transport,M,,,,20.0,,,,,,,,,,,,,
42,2019-11-14,104:202,9:509,private_transport,M,,,,,91.0,,,,,,,,,,,,
42,2019-11-14,104:202,56:416,private_transport,F,,,,,54.0,,,,,,,,,,,,
42,2019-11-14,104:202,56:416,private_transport,M,,,,,,,,97.0,,135.0,,,,,,,
42,2019-11-14,104:202,104:202,bus,F,,,,,15.0,,,,,,15.0,,,,,,
42,2019-11-14,104:202,104:202,bus,M,,,,,,12.0,,,21.0,,,,,,,,
42,2019-11-14,104:202,104:202,microtrip,F,,,,10.0,,,,,,,,,,,,,
42,2019-11-14,104:202,104:202,microtrip,M,,,,11.0,,,,11.0,,,,,,,,,
42,2019-11-14,104:202,104:202,private_transport,F,,,,,24.0,,,,,,25.0,,,,,,
42,2019-11-14,104:202,104:202,private_transport,M,,,,,,19.0,,28.0,18.0,,,,,,,,
42,2019-11-14,104:202,111:167,bus,F,,,,,14.0,46.0,,,,,,,,,,,
42,2019-11-14,104:202,111:167,bus,M,,,,45.0,37.0,13.0,23.0,,28.0,,,,,,,,
42,2019-11-14,104:202,111:167,private_transport,F,,,,,11.0,59.0,64.0,11.0,,,,,,,,,
42,2019-11-14,104:202,111:167,private_transport,M,,,,38.0,21.0,,43.0,11.0,13.0,,,,,,,,
42,2019-11-14,104:202,121:165,bus,F,,,,,,,,10.0,,,,,,,,,
42,2019-11-14,104:202,121:165,private_transport,M,,,,,,16.0,,,,,,,,,,,
42,2019-11-14,104:202,122:164,private_transport,M,,,,14.0,,,,,,,,,,,,,
42,2019-11-14,104:202,124:162,bus,M,,,,10.0,,,,,,,,,,,,,
42,2019-11-14,104:202,134:136,bus,M,,,,,,,,,,13.0,,,,,,,
42,2019-11-14,104:202,134:136,private_transport,M,,,,,,,,,,13.0,,,,,,,
42,2019-11-14,104:202,137:149,private_transport,M,,,,18.0,,,,,,,,,,,,,
42,2019-11-14,104:202,138:148,bus,F,,,,,,12.0,,,,,,,,,,,
42,2019-11-14,104:202,138:148,bus,M,,,,,,,,,,13.0,,,,,,,
42,2019-11-14,104:202,138:148,private_transport,M,,,,,,20.0,28.0,,,,,,,,,,
42,2019-11-14,104:202,149:121,private_transport,M,,,,,,11.0,,,,,,,,,,,
42,2019-11-14,104:202,150:120,bus,M,,,,13.0,,,,,,,,,,,,,
42,2019-11-14,104:202,150:120,private_transport,M,,,,20.0,,,,,,,,,,,,,
42,2019-11-14,104:202,57:310,private_transport,M,,,,,62.0,,,,,,,,,,,,
42,2019-11-14,104:202,58:303,bus,F,,,,11.0,,,,,,,12.0,,,,,,
42,2019-11-14,104:202,58:303,private_transport,M,,,,11.0,,,,,,114.0,,,,,,,
42,2019-11-14,104:202,64:306,private_transport,F,,,,,12.0,,,14.0,10.0,,,,,,,,
42,2019-11-14,104:202,64:306,private_transport,M,,,,,27.0,11.0,,,,,,,12.0,,,,
42,2019-11-14,104:202,66:316,private_transport,F,,,,,16.0,,,,,,,,,,,,
42,2019-11-14,104:202,69:317,private_transport,M,,,,,,,,42.0,,,,,,,,,
42,2019-11-14,104:202,78:302,private_transport,F,,,,,13.0,,,,,,,,,,,,
42,2019-11-14,104:202,78:302,private_transport,M,,,,14.0,,10.0,16.0,,,,,,,,,,
42,2019-11-14,104:202,82:418,private_transport,M,,,,,,,,,,57.0,,,,,,,
42,2019-11-14,104:202,84:107,private_transport,M,,,,,,16.0,,,,,,,,,,,
42,2019-11-14,104:202,86:105,bus,F,,,,,,15.0,,,,,,,,,,,
42,2019-11-14,104:202,86:105,private_transport,F,,,,,,20.0,,,,,,,,,,,
42,2019-11-14,104:202,102:204,private_transport,F,,,,,,,,13.0,,,,,,,,,
42,2019-11-14,104:202,105:201,bus,M,,,,,10.0,,,,,,,,,,,,
42,2019-11-14,104:202,106:208,private_transport,M,,,,,,,,10.0,,,,,,,,,
