ProjectID,Date,Origin,Destination,Modo,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1200_1259,1500_1559,1600_1659,1700_1759,2100_2159
40,2020-03-05,114:156,114:156,private_transport,,,,,,,,,,,15.0
40,2020-03-05,114:156,147:123,bus,,,,,,,,,,,14.0
40,2020-03-05,116:154,134:136,private_transport,,,,,,,,10.0,,,
40,2020-03-05,116:154,155:131,private_transport,,,,,,,,19.0,,,
40,2020-03-05,122:164,100:206,private_transport,,,,,,,,,,11.0,
40,2020-03-05,122:164,83:108,private_transport,,,,,,,,,,10.0,
40,2020-03-05,122:164,76:314,bus,,,,,,,,68.0,,,
40,2020-03-05,122:164,76:314,private_transport,,,,,,,,11.0,,,
40,2020-03-05,123:163,76:314,bus,,,,,,,,20.0,,,
40,2020-03-05,123:163,76:314,private_transport,,,,,,,,13.0,,,
40,2020-03-05,127:159,76:314,bus,,,,,,,,31.0,,,
40,2020-03-05,127:159,76:314,private_transport,,,,,,,,16.0,,,
40,2020-03-05,128:142,98:217,bus,,,,,,,,14.0,,,
40,2020-03-05,128:142,98:217,private_transport,,,,,,,,17.0,,,
40,2020-03-05,128:142,109:169,private_transport,,,,,,,,12.0,,,
40,2020-03-05,128:142,83:108,bus,,,,,,,,11.0,,,
40,2020-03-05,131:139,122:164,bus,,,,,,,,12.0,,,
40,2020-03-05,132:138,122:164,private_transport,,,,,,,,10.0,,,
40,2020-03-05,132:138,127:159,bus,,,,,,,,11.0,,,
40,2020-03-05,133:137,134:136,private_transport,,,,,,,,11.0,,,
40,2020-03-05,134:136,134:136,private_transport,,,,,,,,17.0,,,
40,2020-03-05,134:136,155:131,private_transport,,,,,,,,15.0,,,
40,2020-03-05,135:135,134:136,private_transport,,,,,,,,38.0,,,
40,2020-03-05,135:135,155:131,private_transport,,,,,,,,48.0,,,
40,2020-03-05,135:135,133:137,private_transport,,,,,,,,14.0,,,
40,2020-03-05,135:135,135:135,private_transport,,,,,,,,10.0,,,
40,2020-03-05,138:148,110:168,bus,,,,,,,,57.0,,,
40,2020-03-05,138:148,110:168,private_transport,,,,,,,,31.0,,,
40,2020-03-05,138:148,98:217,bus,,,,,,,,14.0,,,
40,2020-03-05,138:148,98:217,private_transport,,,,,,,,14.0,,,
40,2020-03-05,143:143,100:206,private_transport,,,,15.0,,,,,,,
40,2020-03-05,143:143,108:170,bus,,,,,,,,,,29.0,
40,2020-03-05,143:143,128:142,private_transport,,,,,,,,13.0,,,
40,2020-03-05,143:143,143:143,bus,,,,,,,,11.0,,,
40,2020-03-05,143:143,143:143,private_transport,,,,15.0,,,,,,,
40,2020-03-05,143:143,151:119,bus,,,,,,,,,,11.0,
40,2020-03-05,143:143,109:169,bus,,,,,,,,10.0,,,
40,2020-03-05,143:143,109:169,private_transport,,,,,,,,13.0,,,
40,2020-03-05,143:143,83:108,private_transport,,,,,,,,10.0,,,
40,2020-03-05,147:123,107:207,bus,,,,,,,,,,,11.0
40,2020-03-05,147:123,114:156,bus,,,,,,,,,,,12.0
40,2020-03-05,150:120,100:206,private_transport,,,,,,,,,,12.0,
40,2020-03-05,150:120,128:142,private_transport,,,,,,,,,,11.0,
40,2020-03-05,150:120,143:143,bus,,,,,,,,,,13.0,
40,2020-03-05,150:120,143:143,private_transport,,,,,,,,,,22.0,
40,2020-03-05,150:120,83:108,bus,,,,,,,,,,10.0,
40,2020-03-05,153:133,147:123,bus,,,,,,10.0,,,,,
40,2020-03-05,154:132,110:168,bus,,,,,,33.0,,,,,
40,2020-03-05,154:132,110:168,private_transport,,,,,,27.0,,,,,
40,2020-03-05,154:132,147:123,bus,,,,,,11.0,,,,,
40,2020-03-05,154:132,147:123,private_transport,,,,,,13.0,,,,,
40,2020-03-05,154:132,104:202,bus,,,,,,24.0,,,,,
40,2020-03-05,154:132,104:202,private_transport,,,,,,25.0,,,,,
40,2020-03-05,154:132,111:167,bus,,,,,,16.0,,,,,
40,2020-03-05,25:525,111:167,private_transport,,25.0,,,,,,,,,
40,2020-03-05,25:525,148:122,private_transport,,51.0,,,,,,,,,
40,2020-03-05,52:325,76:314,private_transport,,,,18.0,,,,,,,
40,2020-03-05,52:325,62:307,private_transport,,,,170.0,,,,,,,
40,2020-03-05,62:307,76:314,private_transport,,,,288.0,,,,,,,
40,2020-03-05,6:506,148:122,private_transport,,12.0,,,,,,,,,
40,2020-03-05,76:314,128:142,private_transport,,,23.0,,,,,,,,
40,2020-03-05,76:314,143:143,private_transport,,,27.0,,,,,,,,
40,2020-03-05,76:314,154:132,bus,,,,,,,,,42.0,,
40,2020-03-05,76:314,154:132,private_transport,,,,,,,,,28.0,,
40,2020-03-05,76:314,98:217,private_transport,,,47.0,,,,,,,,
40,2020-03-05,76:314,109:169,private_transport,,,31.0,,,,,,,,
40,2020-03-05,76:314,83:108,private_transport,,,38.0,,165.0,,,,,,
40,2020-03-05,76:314,76:314,private_transport,,,,12.0,,,,,,,
40,2020-03-05,76:314,45:319,bus,104.0,,,,,,,,,,
40,2020-03-05,76:314,45:319,private_transport,54.0,,,,,,,,,,
40,2020-03-05,76:314,89:118,bus,,,,,,,,,25.0,,
40,2020-03-05,76:314,89:118,private_transport,,,,,,,,,15.0,,
40,2020-03-05,83:108,143:143,private_transport,,,,11.0,,,,,,,
40,2020-03-05,83:108,151:119,bus,,,,,,,,,,14.0,
40,2020-03-05,83:108,98:217,bus,,,,,,,,19.0,,,
40,2020-03-05,83:108,109:169,bus,,,,,,,27.0,13.0,,,
40,2020-03-05,83:108,83:108,bus,,,,,,,126.0,,,70.0,
40,2020-03-05,83:108,83:108,private_transport,,,,,,,51.0,,,89.0,
40,2020-03-05,93:114,76:314,bus,,,,,,,,26.0,,,
40,2020-03-05,93:114,76:314,private_transport,,,,,,,,14.0,,,
40,2020-03-05,94:113,76:314,bus,,,,,,,,12.0,,,
40,2020-03-05,95:112,122:164,bus,,,,,,,,10.0,,,
40,2020-03-05,95:112,127:159,bus,,,,,,,,10.0,,,
40,2020-03-05,95:112,127:159,private_transport,,,,,,,,14.0,,,
40,2020-03-05,95:112,93:114,bus,,,,,,,,12.0,,,
40,2020-03-05,95:112,93:114,private_transport,,,,,,,,11.0,,,
40,2020-03-05,95:112,94:113,bus,,,,,,,,11.0,,,
40,2020-03-05,95:112,97:102,bus,,,,,,,,11.0,,,
40,2020-03-05,97:102,143:143,private_transport,,,,,,,,,,15.0,
40,2020-03-05,97:102,83:108,private_transport,,,,,,,,,,11.0,
40,2020-03-05,97:102,76:314,bus,,,,,,,,39.0,,,
40,2020-03-05,98:217,107:207,private_transport,,,12.0,,,,,,,,
40,2020-03-05,98:217,98:217,private_transport,,,,,,,,17.0,,,
40,2020-03-05,98:217,112:158,bus,,,19.0,,,,,,,,
40,2020-03-05,9:509,48:301,bus,,,,,,,46.0,,,,
40,2020-03-05,9:509,48:301,private_transport,,,,,,,90.0,,,,
